DEVICEID,DEVICENAME,DESCRIPTION,STARTTIME,ENDTIME,INCOUNT,OUTCOUNT
1.0,율곡로3길 50,덕성여고 앞,2022-12-05 19:30:41,2022-12-05 19:40:41,6619.0,4741.0
2.0,계동길 69,계동교회 앞,2022-12-06 05:00:39,2022-12-06 05:10:39,126.0,345.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-06 05:00:39,2022-12-06 05:10:39,224.0,52.0
2.0,계동길 69,계동교회 앞,2022-12-06 13:50:40,2022-12-06 14:00:40,6417.0,8022.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-06 13:50:40,2022-12-06 14:00:40,3882.0,1950.0
2.0,계동길 69,계동교회 앞,2022-12-06 21:40:40,2022-12-06 21:50:40,8259.0,11377.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-06 21:40:40,2022-12-06 21:50:41,7634.0,5418.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-07 04:50:41,2022-12-07 05:00:41,142.0,52.0
2.0,계동길 69,계동교회 앞,2022-12-07 04:50:41,2022-12-07 05:00:41,136.0,552.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-07 11:50:41,2022-12-07 12:00:41,2546.0,1142.0
2.0,계동길 69,계동교회 앞,2022-12-07 11:50:41,2022-12-07 12:00:41,4355.0,5532.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-07 18:40:42,2022-12-07 18:50:42,6673.0,5066.0
2.0,계동길 69,계동교회 앞,2022-12-07 18:40:42,2022-12-07 18:50:42,7795.0,10551.0
2.0,계동길 69,계동교회 앞,2022-12-08 01:00:40,2022-12-08 01:10:40,54.0,96.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-08 01:00:40,2022-12-08 01:10:40,94.0,23.0
2.0,계동길 69,계동교회 앞,2022-12-08 07:10:40,2022-12-08 07:20:40,251.0,640.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-08 07:10:40,2022-12-08 07:20:40,586.0,167.0
2.0,계동길 69,계동교회 앞,2022-12-08 12:50:41,2022-12-08 13:00:41,3090.0,4261.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-08 12:50:41,2022-12-08 13:00:41,3674.0,1791.0
2.0,계동길 69,계동교회 앞,2022-12-08 18:20:41,2022-12-08 18:30:41,5284.0,7854.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-08 18:20:41,2022-12-08 18:30:41,6973.0,5246.0
2.0,계동길 69,계동교회 앞,2022-12-08 23:20:41,2022-12-08 23:30:41,5961.0,9013.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-08 23:20:41,2022-12-08 23:30:41,8930.0,6833.0
2.0,계동길 69,계동교회 앞,2022-12-01 03:30:40,2022-12-01 03:40:40,308.0,591.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-01 03:30:40,2022-12-01 03:40:40,175.0,67.0
2.0,계동길 69,계동교회 앞,2022-12-02 14:00:42,2022-12-02 14:10:42,7180.0,8950.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-02 14:00:42,2022-12-02 14:10:42,3879.0,1640.0
2.0,계동길 69,계동교회 앞,2022-12-03 13:40:41,2022-12-03 13:50:41,6237.0,7792.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-03 13:40:41,2022-12-03 13:50:41,2148.0,1264.0
2.0,계동길 69,계동교회 앞,2022-12-04 07:10:41,2022-12-04 07:20:41,138.0,384.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-04 07:10:41,2022-12-04 07:20:41,277.0,170.0
2.0,계동길 69,계동교회 앞,2022-12-04 21:30:42,2022-12-04 21:40:42,4776.0,7707.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-04 21:30:42,2022-12-04 21:40:42,3063.0,4997.0
2.0,계동길 69,계동교회 앞,2022-12-01 03:40:40,2022-12-01 03:50:40,310.0,599.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-01 03:40:40,2022-12-01 03:50:40,185.0,67.0
2.0,계동길 69,계동교회 앞,2022-12-02 14:10:42,2022-12-02 14:20:42,7374.0,9222.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-02 14:10:42,2022-12-02 14:20:42,3956.0,1697.0
2.0,계동길 69,계동교회 앞,2022-12-01 03:50:40,2022-12-01 04:00:40,325.0,620.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-01 03:50:40,2022-12-01 04:00:40,185.0,67.0
2.0,계동길 69,계동교회 앞,2022-12-03 13:50:41,2022-12-03 14:00:41,6297.0,7836.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-03 13:50:41,2022-12-03 14:00:41,2221.0,1358.0
2.0,계동길 69,계동교회 앞,2022-12-01 04:00:40,2022-12-01 04:10:40,330.0,632.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-01 04:00:40,2022-12-01 04:10:40,185.0,67.0
2.0,계동길 69,계동교회 앞,2022-12-02 14:20:42,2022-12-02 14:30:42,7559.0,9431.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-02 14:20:42,2022-12-02 14:30:42,4027.0,1789.0
2.0,계동길 69,계동교회 앞,2022-12-01 04:10:40,2022-12-01 04:20:40,335.0,649.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-01 04:10:40,2022-12-01 04:20:40,185.0,67.0
2.0,계동길 69,계동교회 앞,2022-12-04 07:20:41,2022-12-04 07:30:41,146.0,389.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-04 07:20:41,2022-12-04 07:30:41,290.0,186.0
2.0,계동길 69,계동교회 앞,2022-12-01 04:20:40,2022-12-01 04:30:40,337.0,655.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-01 04:20:40,2022-12-01 04:30:40,185.0,68.0
2.0,계동길 69,계동교회 앞,2022-12-02 14:30:42,2022-12-02 14:40:42,7684.0,9643.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-02 14:30:42,2022-12-02 14:40:42,4121.0,1872.0
2.0,계동길 69,계동교회 앞,2022-12-03 14:00:41,2022-12-03 14:10:41,6349.0,7886.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-03 14:00:41,2022-12-03 14:10:41,2293.0,1448.0
2.0,계동길 69,계동교회 앞,2022-12-01 04:30:40,2022-12-01 04:40:40,338.0,668.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-01 04:30:40,2022-12-01 04:40:40,213.0,74.0
2.0,계동길 69,계동교회 앞,2022-12-02 14:40:42,2022-12-02 14:50:42,7797.0,9805.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-02 14:40:42,2022-12-02 14:50:42,4210.0,1985.0
2.0,계동길 69,계동교회 앞,2022-12-01 04:40:40,2022-12-01 04:50:40,343.0,673.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-01 04:40:40,2022-12-01 04:50:40,213.0,74.0
2.0,계동길 69,계동교회 앞,2022-12-05 09:10:40,2022-12-05 09:20:40,985.0,1408.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-05 09:10:40,2022-12-05 09:20:40,1540.0,449.0
2.0,계동길 69,계동교회 앞,2022-12-01 04:50:40,2022-12-01 05:00:40,352.0,699.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-01 04:50:40,2022-12-01 05:00:40,213.0,74.0
2.0,계동길 69,계동교회 앞,2022-12-02 14:50:42,2022-12-02 15:00:42,7904.0,9948.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-02 14:50:42,2022-12-02 15:00:42,4338.0,2082.0
2.0,계동길 69,계동교회 앞,2022-12-03 14:10:41,2022-12-03 14:20:41,6414.0,7933.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-03 14:10:41,2022-12-03 14:20:41,2344.0,1543.0
2.0,계동길 69,계동교회 앞,2022-12-04 07:30:41,2022-12-04 07:40:41,150.0,399.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-04 07:30:41,2022-12-04 07:40:41,294.0,197.0
2.0,계동길 69,계동교회 앞,2022-12-04 21:40:42,2022-12-04 21:50:42,4784.0,7737.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-04 21:40:42,2022-12-04 21:50:42,3065.0,5018.0
2.0,계동길 69,계동교회 앞,2022-12-05 19:40:41,2022-12-05 19:50:41,5204.0,8129.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-05 19:40:41,2022-12-05 19:50:41,6687.0,4782.0
2.0,계동길 69,계동교회 앞,2022-12-06 05:10:39,2022-12-06 05:20:39,130.0,352.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-06 05:10:39,2022-12-06 05:20:39,240.0,56.0
2.0,계동길 69,계동교회 앞,2022-12-06 14:00:40,2022-12-06 14:10:40,6516.0,8121.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-06 14:00:40,2022-12-06 14:10:40,3942.0,2014.0
2.0,계동길 69,계동교회 앞,2022-12-06 21:50:41,2022-12-06 22:00:41,8276.0,11404.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-06 21:50:41,2022-12-06 22:00:41,7637.0,5469.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-07 05:00:41,2022-12-07 05:10:41,142.0,53.0
2.0,계동길 69,계동교회 앞,2022-12-07 05:00:41,2022-12-07 05:10:41,140.0,578.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-07 12:00:41,2022-12-07 12:10:41,2662.0,1176.0
2.0,계동길 69,계동교회 앞,2022-12-07 12:00:41,2022-12-07 12:10:41,4576.0,5732.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-07 18:50:42,2022-12-07 19:00:42,6821.0,5131.0
2.0,계동길 69,계동교회 앞,2022-12-07 18:50:42,2022-12-07 19:00:42,7830.0,10603.0
2.0,계동길 69,계동교회 앞,2022-12-08 01:10:40,2022-12-08 01:20:40,56.0,109.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-08 01:10:40,2022-12-08 01:20:40,109.0,24.0
2.0,계동길 69,계동교회 앞,2022-12-08 07:20:40,2022-12-08 07:30:40,274.0,669.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-08 07:20:40,2022-12-08 07:30:40,697.0,186.0
2.0,계동길 69,계동교회 앞,2022-12-08 13:00:41,2022-12-08 13:10:41,3247.0,4463.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-08 13:00:41,2022-12-08 13:10:41,3766.0,1916.0
2.0,계동길 69,계동교회 앞,2022-12-01 05:00:40,2022-12-01 05:10:40,352.0,710.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-01 05:00:40,2022-12-01 05:10:40,220.0,76.0
2.0,계동길 69,계동교회 앞,2022-12-02 15:00:42,2022-12-02 15:10:42,7984.0,10054.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-02 15:00:42,2022-12-02 15:10:42,4489.0,2163.0
2.0,계동길 69,계동교회 앞,2022-12-01 05:10:40,2022-12-01 05:20:40,352.0,718.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-01 05:10:40,2022-12-01 05:20:40,238.0,84.0
2.0,계동길 69,계동교회 앞,2022-12-03 14:20:41,2022-12-03 14:30:41,6456.0,7990.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-03 14:20:41,2022-12-03 14:30:41,2389.0,1602.0
2.0,계동길 69,계동교회 앞,2022-12-04 07:40:41,2022-12-04 07:50:41,164.0,424.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-04 07:40:41,2022-12-04 07:50:41,302.0,198.0
2.0,계동길 69,계동교회 앞,2022-12-04 21:50:42,2022-12-04 22:00:42,4799.0,7775.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-04 21:50:42,2022-12-04 22:00:42,3076.0,5030.0
2.0,계동길 69,계동교회 앞,2022-12-01 05:20:40,2022-12-01 05:30:40,356.0,732.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-01 05:20:40,2022-12-01 05:30:40,238.0,84.0
2.0,계동길 69,계동교회 앞,2022-12-02 15:10:42,2022-12-02 15:20:42,8083.0,10202.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-02 15:10:42,2022-12-02 15:20:42,4556.0,2252.0
2.0,계동길 69,계동교회 앞,2022-12-03 14:30:41,2022-12-03 14:40:41,6527.0,8089.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-03 14:30:41,2022-12-03 14:40:41,2527.0,1749.0
2.0,계동길 69,계동교회 앞,2022-12-04 07:50:41,2022-12-04 08:00:41,192.0,499.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-04 07:50:41,2022-12-04 08:00:41,307.0,200.0
2.0,계동길 69,계동교회 앞,2022-12-05 09:20:40,2022-12-05 09:30:40,1025.0,1509.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-05 09:20:40,2022-12-05 09:30:40,1571.0,459.0
2.0,계동길 69,계동교회 앞,2022-12-05 19:50:41,2022-12-05 20:00:41,5230.0,8180.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-05 19:50:41,2022-12-05 20:00:41,6804.0,4857.0
2.0,계동길 69,계동교회 앞,2022-12-06 05:20:39,2022-12-06 05:30:39,135.0,374.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-06 05:20:39,2022-12-06 05:30:39,269.0,68.0
2.0,계동길 69,계동교회 앞,2022-12-06 14:10:40,2022-12-06 14:20:40,6628.0,8210.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-06 14:10:40,2022-12-06 14:20:40,4018.0,2071.0
2.0,계동길 69,계동교회 앞,2022-12-06 22:00:41,2022-12-06 22:10:41,8289.0,11422.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-06 22:00:41,2022-12-06 22:10:41,7676.0,5491.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-07 05:10:41,2022-12-07 05:20:41,161.0,63.0
2.0,계동길 69,계동교회 앞,2022-12-07 05:10:41,2022-12-07 05:20:41,142.0,607.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-07 12:10:41,2022-12-07 12:20:41,2824.0,1263.0
2.0,계동길 69,계동교회 앞,2022-12-07 12:10:41,2022-12-07 12:20:41,4795.0,5945.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-07 19:00:42,2022-12-07 19:10:42,6997.0,5199.0
2.0,계동길 69,계동교회 앞,2022-12-07 19:00:42,2022-12-07 19:10:42,7860.0,10654.0
2.0,계동길 69,계동교회 앞,2022-12-08 01:20:40,2022-12-08 01:30:40,60.0,115.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-08 01:20:40,2022-12-08 01:30:40,121.0,26.0
2.0,계동길 69,계동교회 앞,2022-12-08 07:30:40,2022-12-08 07:40:40,296.0,735.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-08 07:30:40,2022-12-08 07:40:40,812.0,222.0
2.0,계동길 69,계동교회 앞,2022-12-08 18:30:41,2022-12-08 18:40:41,5337.0,7916.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-08 18:30:41,2022-12-08 18:40:41,7088.0,5345.0
2.0,계동길 69,계동교회 앞,2022-12-09 02:50:41,2022-12-09 03:00:41,92.0,179.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-09 02:50:41,2022-12-09 03:00:41,105.0,26.0
2.0,계동길 69,계동교회 앞,2022-12-09 07:00:42,2022-12-09 07:10:42,221.0,503.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-09 07:00:42,2022-12-09 07:10:42,404.0,154.0
2.0,계동길 69,계동교회 앞,2022-12-01 05:30:40,2022-12-01 05:40:40,360.0,757.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-01 05:30:40,2022-12-01 05:40:40,251.0,88.0
2.0,계동길 69,계동교회 앞,2022-12-02 15:20:42,2022-12-02 15:30:42,8174.0,10318.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-02 15:20:42,2022-12-02 15:30:42,4673.0,2367.0
2.0,계동길 69,계동교회 앞,2022-12-01 05:40:40,2022-12-01 05:50:40,362.0,769.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-01 05:40:40,2022-12-01 05:50:40,265.0,95.0
2.0,계동길 69,계동교회 앞,2022-12-03 14:40:41,2022-12-03 14:50:41,6604.0,8182.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-03 14:40:41,2022-12-03 14:50:41,2617.0,1849.0
2.0,계동길 69,계동교회 앞,2022-12-01 05:50:40,2022-12-01 06:00:40,364.0,791.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-01 05:50:40,2022-12-01 06:00:40,271.0,98.0
2.0,계동길 69,계동교회 앞,2022-12-02 15:30:42,2022-12-02 15:40:42,8279.0,10474.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-02 15:30:42,2022-12-02 15:40:42,4784.0,2496.0
2.0,계동길 69,계동교회 앞,2022-12-01 06:00:40,2022-12-01 06:10:40,374.0,819.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-01 06:00:40,2022-12-01 06:10:40,282.0,117.0
2.0,계동길 69,계동교회 앞,2022-12-04 08:00:41,2022-12-04 08:10:41,220.0,542.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-04 08:00:41,2022-12-04 08:10:41,308.0,202.0
2.0,계동길 69,계동교회 앞,2022-12-04 22:00:42,2022-12-04 22:10:42,4822.0,7803.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-04 22:00:42,2022-12-04 22:10:42,3081.0,5041.0
2.0,계동길 69,계동교회 앞,2022-12-05 09:30:40,2022-12-05 09:40:40,1056.0,1570.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-05 09:30:40,2022-12-05 09:40:40,1591.0,463.0
2.0,계동길 69,계동교회 앞,2022-12-01 06:10:40,2022-12-01 06:20:40,378.0,832.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-01 06:10:40,2022-12-01 06:20:40,322.0,133.0
2.0,계동길 69,계동교회 앞,2022-12-02 15:40:42,2022-12-02 15:50:42,8377.0,10654.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-02 15:40:42,2022-12-02 15:50:42,4864.0,2632.0
2.0,계동길 69,계동교회 앞,2022-12-01 06:20:40,2022-12-01 06:30:40,384.0,850.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-01 06:20:40,2022-12-01 06:30:40,350.0,139.0
2.0,계동길 69,계동교회 앞,2022-12-03 14:50:41,2022-12-03 15:00:41,6682.0,8274.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-03 14:50:41,2022-12-03 15:00:41,2688.0,1988.0
2.0,계동길 69,계동교회 앞,2022-12-01 06:30:40,2022-12-01 06:40:40,386.0,869.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-01 06:30:40,2022-12-01 06:40:40,389.0,152.0
2.0,계동길 69,계동교회 앞,2022-12-02 15:50:42,2022-12-02 16:00:42,8491.0,10813.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-02 15:50:42,2022-12-02 16:00:42,4990.0,2845.0
2.0,계동길 69,계동교회 앞,2022-12-01 06:40:40,2022-12-01 06:50:40,396.0,909.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-01 06:40:40,2022-12-01 06:50:40,444.0,161.0
2.0,계동길 69,계동교회 앞,2022-12-04 08:10:41,2022-12-04 08:20:41,246.0,595.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-04 08:10:41,2022-12-04 08:20:41,317.0,204.0
2.0,계동길 69,계동교회 앞,2022-12-01 06:50:40,2022-12-01 07:00:40,401.0,935.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-01 06:50:40,2022-12-01 07:00:40,468.0,171.0
2.0,계동길 69,계동교회 앞,2022-12-02 16:00:42,2022-12-02 16:10:42,8592.0,11001.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-02 16:00:42,2022-12-02 16:10:42,5135.0,2972.0
2.0,계동길 69,계동교회 앞,2022-12-01 07:00:40,2022-12-01 07:10:40,416.0,985.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-01 07:00:40,2022-12-01 07:10:40,548.0,188.0
2.0,계동길 69,계동교회 앞,2022-12-03 15:00:41,2022-12-03 15:10:41,6739.0,8329.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-03 15:00:41,2022-12-03 15:10:41,2781.0,2071.0
2.0,계동길 69,계동교회 앞,2022-12-01 07:10:40,2022-12-01 07:20:40,451.0,1029.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-01 07:10:40,2022-12-01 07:20:40,666.0,218.0
2.0,계동길 69,계동교회 앞,2022-12-02 16:10:42,2022-12-02 16:20:42,8728.0,11302.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-02 16:10:42,2022-12-02 16:20:42,5212.0,3156.0
2.0,계동길 69,계동교회 앞,2022-12-01 07:20:40,2022-12-01 07:30:40,480.0,1089.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-01 07:20:40,2022-12-01 07:30:40,747.0,239.0
2.0,계동길 69,계동교회 앞,2022-12-04 22:10:42,2022-12-04 22:20:42,4836.0,7840.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-04 22:10:42,2022-12-04 22:20:42,3089.0,5083.0
2.0,계동길 69,계동교회 앞,2022-12-01 07:30:40,2022-12-01 07:40:40,529.0,1168.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-01 07:30:40,2022-12-01 07:40:40,859.0,257.0
2.0,계동길 69,계동교회 앞,2022-12-02 16:20:42,2022-12-02 16:30:42,8826.0,11571.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-02 16:20:42,2022-12-02 16:30:42,5291.0,3472.0
2.0,계동길 69,계동교회 앞,2022-12-01 07:40:40,2022-12-01 07:50:40,669.0,1296.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-01 07:40:40,2022-12-01 07:50:40,1078.0,294.0
2.0,계동길 69,계동교회 앞,2022-12-03 15:10:41,2022-12-03 15:20:41,6807.0,8383.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-03 15:10:41,2022-12-03 15:20:41,2844.0,2213.0
2.0,계동길 69,계동교회 앞,2022-12-04 08:20:41,2022-12-04 08:30:41,299.0,689.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-04 08:20:41,2022-12-04 08:30:41,324.0,207.0
2.0,계동길 69,계동교회 앞,2022-12-01 07:50:40,2022-12-01 08:00:40,820.0,1446.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-01 07:50:40,2022-12-01 08:00:40,1323.0,336.0
2.0,계동길 69,계동교회 앞,2022-12-02 16:30:42,2022-12-02 16:40:42,8930.0,11735.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-02 16:30:42,2022-12-02 16:40:42,5481.0,3638.0
2.0,계동길 69,계동교회 앞,2022-12-01 08:00:40,2022-12-01 08:10:40,1002.0,1594.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-01 08:00:40,2022-12-01 08:10:40,1452.0,362.0
2.0,계동길 69,계동교회 앞,2022-12-03 15:20:41,2022-12-03 15:30:41,6879.0,8453.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-03 15:20:41,2022-12-03 15:30:41,2992.0,2392.0
2.0,계동길 69,계동교회 앞,2022-12-05 20:00:41,2022-12-05 20:10:41,5245.0,8243.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-05 20:00:41,2022-12-05 20:10:41,6903.0,4916.0
2.0,계동길 69,계동교회 앞,2022-12-06 05:30:39,2022-12-06 05:40:39,144.0,396.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-06 05:30:39,2022-12-06 05:40:39,318.0,93.0
2.0,계동길 69,계동교회 앞,2022-12-06 14:20:40,2022-12-06 14:30:40,6669.0,8346.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-06 14:20:40,2022-12-06 14:30:40,4080.0,2133.0
2.0,계동길 69,계동교회 앞,2022-12-06 22:10:41,2022-12-06 22:20:41,8306.0,11455.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-06 22:10:41,2022-12-06 22:20:41,7710.0,5533.0
1.0,율곡로3길 50,덕성여고 앞,2022-11-25 00:00:41,2022-11-25 00:10:42,0.0,6.0
2.0,계동길 69,계동교회 앞,2022-11-25 00:00:41,2022-11-25 00:10:42,20.0,40.0
2.0,계동길 69,계동교회 앞,2022-12-01 08:10:40,2022-12-01 08:20:40,1182.0,1715.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-01 08:10:40,2022-12-01 08:20:40,1511.0,385.0
2.0,계동길 69,계동교회 앞,2022-12-02 16:40:42,2022-12-02 16:50:42,9107.0,11964.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-02 16:40:42,2022-12-02 16:50:42,5585.0,3771.0
2.0,계동길 69,계동교회 앞,2022-12-01 08:20:40,2022-12-01 08:30:41,1312.0,1835.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-01 08:20:40,2022-12-01 08:30:41,1559.0,411.0
2.0,계동길 69,계동교회 앞,2022-12-03 15:30:41,2022-12-03 15:40:41,6934.0,8547.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-03 15:30:41,2022-12-03 15:40:41,3074.0,2496.0
2.0,계동길 69,계동교회 앞,2022-12-01 08:30:41,2022-12-01 08:40:41,1386.0,1952.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-01 08:30:41,2022-12-01 08:40:41,1587.0,422.0
2.0,계동길 69,계동교회 앞,2022-12-02 16:50:42,2022-12-02 17:00:42,9279.0,12163.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-02 16:50:42,2022-12-02 17:00:42,5682.0,3849.0
2.0,계동길 69,계동교회 앞,2022-12-04 08:30:41,2022-12-04 08:40:41,358.0,774.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-04 08:30:41,2022-12-04 08:40:41,345.0,216.0
2.0,계동길 69,계동교회 앞,2022-12-04 22:20:42,2022-12-04 22:30:42,4846.0,7884.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-04 22:20:42,2022-12-04 22:30:42,3096.0,5097.0
2.0,계동길 69,계동교회 앞,2022-12-05 09:40:40,2022-12-05 09:50:40,1090.0,1660.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-05 09:40:40,2022-12-05 09:50:40,1629.0,474.0
2.0,계동길 69,계동교회 앞,2022-12-05 20:10:41,2022-12-05 20:20:41,5255.0,8297.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-05 20:10:41,2022-12-05 20:20:41,6993.0,4972.0
2.0,계동길 69,계동교회 앞,2022-12-01 08:40:41,2022-12-01 08:50:41,1488.0,2063.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-01 08:40:41,2022-12-01 08:50:41,1644.0,434.0
2.0,계동길 69,계동교회 앞,2022-12-02 17:00:42,2022-12-02 17:10:42,9424.0,12316.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-02 17:00:42,2022-12-02 17:10:42,5754.0,3919.0
2.0,계동길 69,계동교회 앞,2022-12-03 15:40:41,2022-12-03 15:50:41,6995.0,8618.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-03 15:40:41,2022-12-03 15:50:41,3140.0,2640.0
2.0,계동길 69,계동교회 앞,2022-12-04 08:40:41,2022-12-04 08:50:41,396.0,850.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-04 08:40:41,2022-12-04 08:50:41,362.0,220.0
2.0,계동길 69,계동교회 앞,2022-12-04 22:30:42,2022-12-04 22:40:42,4856.0,7922.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-04 22:30:42,2022-12-04 22:40:42,3097.0,5101.0
2.0,계동길 69,계동교회 앞,2022-12-05 09:50:40,2022-12-05 10:00:40,1133.0,1739.0
1.0,율곡로3길 50,덕성여고 앞,2022-12-05 09:50:40,2022-12-05 10:00:40,1679.0,492.0
2.0,계동길 69,계동교회 앞,2022-12-06 05:40:39,2022-12-06 05:50:39,149.0,422.0
