고객주소블록코드(BLOCK_CD),기준년월(YM),서울시민업종코드(UPJONG_CD),성별(GENDER),연령대별(AGE),카드이용건수계(USECT_CORR),카드이용금액계(AMT_CORR)
153611,201901,SS064,M,50대,5,1058400
14239,201901,SS090,F,50대,5,2822400
225872,201901,SS069,M,30대,60,1948141
158041,201901,SS041,M,60대,5,146160
360829,201901,SS066,M,50대,45,2787886
232491,201901,SS007,F,30대,126,902664
17013,201901,SS055,F,60대,5,21168
412571,201901,SS034,M,40대,5,40320
225860,201901,SS040,F,30대,116,1008907
416595,201901,SS021,F,50대,5,297360
229501,201901,SS006,M,70대이상,10,83160
365472,201901,SS055,F,40대,25,341712
207539,201901,SS013,F,20대,25,695621
420277,201901,SS012,F,70대이상,5,332640
362776,201901,SS013,M,70대이상,40,778730
409974,201901,SS049,F,40대,10,152309
60514,201901,SS092,F,30대,5,756000
213862,201901,SS019,M,50대,5,635040
411546,201901,SS007,M,20대,30,373464
231383,201901,SS001,M,40대,55,1373400
232718,201901,SS013,M,60대,333,4822776
220910,201901,SS057,M,40대,5,43848
355122,201901,SS001,F,50대,141,3990672
153293,201901,SS048,F,50대,25,1172405
418630,201901,SS049,F,40대,10,176400
22604,201901,SS003,F,30대,15,824040
339180,201901,SS049,M,40대,5,6504775
282784,201901,SS012,F,20대,5,76608
210330,201901,SS020,F,50대,15,74088
165832,201901,SS058,F,50대,10,161784
410772,201901,SS032,M,30대,20,1851192
216468,201901,SS041,M,70대이상,5,443520
153078,201901,SS006,M,50대,20,77112
156412,201901,SS070,F,40대,15,1143878
227820,201901,SS015,F,60대,10,97524
366841,201901,SS057,F,30대,10,1740816
363649,201901,SS002,M,20대,10,1537200
16695,201901,SS068,F,30대,20,758621
212398,201901,SS040,F,30대,5,219240
223277,201901,SS008,M,30대,121,1043280
15793,201901,SS040,F,40대,10,322056
214956,201901,SS036,F,20대,5,151200
355704,201901,SS041,F,40대,55,3211488
282979,201901,SS058,M,60대,20,434952
16089,201901,SS015,F,40대,15,1119888
12990,201901,SS012,M,30대,86,1980216
361913,201901,SS019,F,50대,15,594720
216001,201901,SS012,M,60대,5,240408
21527,201901,SS060,F,50대,5,30240
8373,201901,SS028,F,30대,10,201600
208227,201901,SS066,M,30대,15,463680
366755,201901,SS058,F,50대,25,596232
230626,201901,SS001,M,20대,5,75600
152744,201901,SS021,M,50대,15,787752
343856,201901,SS030,M,30대,40,100800
227774,201901,SS056,M,30대,5,77112
19749,201901,SS041,M,40대,10,80640
227265,201901,SS001,M,30대,5,110880
229164,201901,SS044,M,30대,5,1512
224090,201901,SS042,F,40대,10,85680
215017,201901,SS066,M,30대,30,2299344
253573,201901,SS049,F,60대,10,126302
154520,201901,SS049,F,60대,5,251496
361621,201901,SS038,F,50대,5,5758200
413282,201901,SS053,F,30대,10,22176
232217,201901,SS058,M,30대,20,64512
24300,201901,SS006,F,40대,10,212184
216823,201901,SS001,F,20대,71,777168
22340,201901,SS001,M,50대,66,692748
418777,201901,SS058,F,50대,25,696528
228050,201901,SS042,M,30대,10,95760
191212,201901,SS058,M,30대,10,64008
354467,201901,SS008,F,50대,15,60984
9548,201901,SS032,F,30대,5,1097712
23077,201901,SS001,F,30대,5,131040
17182,201901,SS055,M,30대,5,26208
327949,201901,SS068,F,30대,20,1376928
220255,201901,SS004,M,50대,15,367920
9853,201901,SS058,M,20대,15,93240
222461,201901,SS058,M,30대,30,172872
158255,201901,SS030,M,10대,5,10080
355224,201901,SS047,M,40대,40,693101
213026,201901,SS030,M,20대,5,10080
124162,201901,SS028,M,40대,5,40320
154519,201901,SS001,M,40대,66,2630376
212628,201901,SS021,M,50대,5,75600
216601,201901,SS042,M,40대,5,22680
228966,201901,SS043,M,50대,5,201096
152094,201901,SS015,M,20대,5,71568
22270,201901,SS022,M,30대,10,120960
53995,201901,SS018,F,50대,10,537768
212812,201901,SS063,F,40대,5,61921440
17349,201901,SS005,M,40대,86,775303
228030,201901,SS017,M,60대,71,1071000
10668,201901,SS064,F,30대,30,79632
232161,201901,SS013,F,20대,5,15120
364120,201901,SS046,F,60대,5,25200
16770,201901,SS012,F,30대,50,1487808
154508,201901,SS005,M,70대이상,25,330120
13922,201901,SS034,M,20대,5,45360
214421,201901,SS041,M,40대,5,60480
20171,201901,SS007,F,50대,5,10080
215449,201901,SS020,F,30대,20,184262
153944,201901,SS016,M,30대,348,2173752
18769,201901,SS048,F,60대,5,171662
203945,201901,SS031,M,40대,15,433440
229662,201901,SS018,M,50대,35,347256
223565,201901,SS009,F,20대,10,30240
282027,201901,SS003,M,40대,20,249278
268923,201901,SS001,M,40대,45,637056
16314,201901,SS066,F,40대,15,756000
21829,201901,SS003,M,20대,10,105336
363785,201901,SS043,M,40대,5,45360
361542,201901,SS007,M,30대,45,715680
357111,201901,SS055,F,20대,10,53424
186881,201901,SS008,F,50대,5,17640
223052,201901,SS001,M,40대,121,3595536
179280,201901,SS042,F,30대,5,30240
343496,201901,SS015,F,30대,5,105487
219306,201901,SS020,M,70대이상,5,75600
28087,201901,SS001,M,40대,136,5958288
355209,201901,SS008,M,50대,25,818496
199982,201901,SS003,M,60대,20,1546272
282383,201901,SS020,F,60대,25,1374156
419416,201901,SS001,M,40대,55,535752
414927,201901,SS033,M,60대,5,383040
356444,201901,SS020,F,40대,10,327600
157843,201901,SS021,M,30대,20,231840
20434,201901,SS069,M,60대,30,984816
23376,201901,SS001,M,50대,197,4317768
219256,201901,SS017,F,60대,5,1137175
53995,201901,SS022,F,10대,5,15120
13504,201901,SS065,M,40대,5,105840
158475,201901,SS005,F,20대,146,1075082
24349,201901,SS014,F,60대,20,110124
1696,201901,SS048,F,40대,25,1134554
208929,201901,SS053,M,50대,5,8064
211479,201901,SS016,M,30대,71,378252
20803,201901,SS012,F,30대,10,1158696
22037,201901,SS013,F,50대,192,2744482
208039,201901,SS016,M,60대,35,224280
353985,201901,SS023,F,50대,5,100800
231087,201901,SS039,F,50대,10,1216545
362031,201901,SS001,M,10대,5,60480
214352,201901,SS062,M,40대,5,574560
207583,201901,SS036,M,30대,5,201600
9798,201901,SS001,M,20대,15,917280
210674,201901,SS057,F,30대,10,10080000
153493,201901,SS006,M,40대,15,99288
18217,201901,SS013,F,70대이상,30,857606
14566,201901,SS019,F,40대,5,16632
365285,201901,SS068,M,40대,25,288187
210338,201901,SS040,M,20대,5,18144
360937,201901,SS020,F,50대,5,37800
207925,201901,SS021,F,40대,5,10584
24619,201901,SS013,F,50대,45,516953
415622,201901,SS003,F,30대,5,153720
230287,201901,SS002,F,20대,20,372960
154310,201901,SS017,F,60대,202,15262133
316854,201901,SS008,F,40대,55,553392
208902,201901,SS001,F,30대,161,5340384
210622,201901,SS010,M,30대,5,1260000
410460,201901,SS040,M,50대,20,601776
17659,201901,SS048,M,40대,71,4533026
15102,201901,SS065,M,50대,5,126000
230006,201901,SS044,F,30대,5,251496
25305,201901,SS036,M,50대,5,201600
152047,201901,SS015,F,20대,5,9072
9060,201901,SS033,M,20대,5,98280
334463,201901,SS041,M,50대,5,75600
213988,201901,SS082,F,60대,5,120960
158098,201901,SS008,F,20대,91,1080072
24284,201901,SS005,M,40대,40,807660
209371,201901,SS032,M,20대,20,419832
22825,201901,SS055,M,40대,5,62446
142573,201901,SS068,M,20대,20,209785
24633,201901,SS014,F,30대,5,17640
18202,201901,SS012,F,20대,5,29232
116659,201901,SS082,M,50대,5,403200
420482,201901,SS028,F,50대,5,47880
33901,201901,SS020,F,30대,5,52315
213237,201901,SS058,F,30대,5,17136
16740,201901,SS068,F,30대,76,5941938
224576,201901,SS033,M,40대,5,166320
207541,201901,SS024,M,50대,5,393120
274187,201901,SS053,M,50대,5,17640
156693,201901,SS017,F,40대,50,1548036
20728,201901,SS060,F,60대,5,30240
13143,201901,SS004,F,30대,25,482328
231388,201901,SS043,M,20대,5,80640
10871,201901,SS024,M,70대이상,5,352800
231649,201901,SS015,M,40대,5,75600
416730,201901,SS055,F,50대,25,141120
282885,201901,SS066,M,60대,10,478800
214161,201901,SS017,F,40대,25,1921097
336000,201901,SS012,F,40대,227,25686012
17487,201901,SS016,F,60대,5,124488
228337,201901,SS018,F,20대,5,45360
417582,201901,SS007,M,30대,5,49896
353489,201901,SS013,M,10대,10,175392
166426,201901,SS008,F,60대,10,87192
352680,201901,SS001,F,40대,76,2087064
20035,201901,SS041,M,30대,5,71820
350560,201901,SS017,F,30대,10,834574
232303,201901,SS068,M,20대,5,969192
23316,201901,SS013,M,30대,15,210571
416830,201901,SS064,M,40대,15,2561913
354599,201901,SS058,F,30대,71,635947
164405,201901,SS006,M,60대,5,31752
353630,201901,SS013,F,20대,60,602633
19338,201901,SS062,F,50대,5,1814400
154199,201901,SS017,M,40대,15,297713
32177,201901,SS019,M,40대,126,22069051
217641,201901,SS048,F,40대,15,786694
30762,201901,SS043,F,20대,10,276696
361233,201901,SS006,F,30대,40,187488
220301,201901,SS054,F,30대,10,166320
18056,201901,SS066,M,30대,45,2724972
271187,201901,SS031,F,20대,5,12096
12859,201901,SS066,M,60대,20,1068480
18477,201901,SS009,M,20대,10,60480
411790,201901,SS064,F,40대,15,54936
154614,201901,SS053,F,20대,5,12600
19735,201901,SS046,M,20대,10,501480
419303,201901,SS068,F,40대,151,8233369
410666,201901,SS020,F,50대,10,171360
365853,201901,SS021,F,20대,5,95760
235430,201901,SS015,F,50대,5,40320
217236,201901,SS064,M,40대,10,66528
283290,201901,SS030,M,10대,55,155736
189132,201901,SS033,F,20대,10,206640
214646,201901,SS001,F,50대,15,544320
363899,201901,SS031,M,30대,5,42840
34481,201901,SS070,M,50대,10,931896
271175,201901,SS001,M,20대,5,27720
355677,201901,SS012,M,20대,10,150696
91545,201901,SS008,M,20대,197,2447928
13530,201901,SS056,M,40대,5,127512
415261,201901,SS029,M,40대,20,246960
211607,201901,SS031,F,30대,20,224482
353760,201901,SS016,M,20대,202,881294
273250,201901,SS058,F,20대,20,173981
215459,201901,SS091,M,40대,10,3024000
31523,201901,SS060,F,40대,5,145656
232732,201901,SS058,M,20대,5,27720
409519,201901,SS058,F,60대,30,571032
229232,201901,SS068,F,20대,20,597028
226311,201901,SS006,F,20대,5,45360
231413,201901,SS069,M,30대,81,2122233
209743,201901,SS068,M,30대,5,79007
418262,201901,SS058,F,30대,15,177408
219924,201901,SS005,M,30대,20,412776
364585,201901,SS003,M,50대,5,20160
207702,201901,SS013,M,50대,45,591142
18856,201901,SS001,M,10대,10,208152
211587,201901,SS069,M,30대,15,214649
13377,201901,SS066,M,30대,25,856800
12543,201901,SS057,M,40대,5,154728
11922,201901,SS055,M,60대,15,650160
23322,201901,SS028,F,50대,5,12600
28615,201901,SS069,F,30대,86,3925757
354046,201901,SS033,F,20대,5,504000
502052,201901,SS004,F,30대,10,574560
337515,201901,SS002,F,50대,10,524160
13511,201901,SS054,M,70대이상,25,475776
214990,201901,SS031,F,40대,5,72072
10273,201901,SS046,F,40대,15,151200
419436,201901,SS066,M,60대,35,1597680
501646,201901,SS031,M,40대,25,446040
364725,201901,SS068,F,40대,55,5930200
208574,201901,SS070,M,50대,5,297360
414325,201901,SS058,M,70대이상,35,550368
414426,201901,SS059,M,50대,5,907200
211448,201901,SS018,F,30대,10,191520
219638,201901,SS058,M,40대,5,561456
19631,201901,SS003,F,30대,5,196560
227195,201901,SS001,F,40대,5,80640
15098,201901,SS018,M,40대,30,371398
12826,201901,SS058,M,30대,50,453096
9793,201901,SS004,M,50대,30,624960
155921,201901,SS069,F,40대,71,3684563
211740,201901,SS013,F,60대,106,1650852
217884,201901,SS016,M,30대,50,420689
22012,201901,SS040,M,30대,10,80136
360914,201901,SS055,M,30대,15,781200
84422,201901,SS044,F,30대,5,4536
342362,201901,SS046,M,40대,15,201600
146825,201901,SS081,M,40대,5,151200
211093,201901,SS009,F,20대,5,126000
153091,201901,SS060,M,20대,5,96264
173316,201901,SS005,M,10대,10,11844
12386,201901,SS027,M,20대,5,75600
22047,201901,SS020,F,60대,10,335160
12485,201901,SS048,M,30대,81,6419448
226248,201901,SS018,F,40대,15,209110
24133,201901,SS008,F,30대,55,3200652
23459,201901,SS048,M,40대,25,891979
364526,201901,SS069,M,20대,10,662760
197584,201901,SS020,F,60대,10,80136
282320,201901,SS013,M,20대,121,1343261
14100,201901,SS007,M,30대,10,150696
264897,201901,SS005,F,60대,10,36540
224428,201901,SS041,M,30대,5,100800
209520,201901,SS044,F,40대,5,251496
224974,201901,SS048,F,50대,25,1174320
282956,201901,SS006,F,60대,5,35280
409669,201901,SS007,M,40대,20,309758
223438,201901,SS007,F,50대,5,120456
213624,201901,SS055,M,40대,5,46872
175311,201901,SS008,M,70대이상,10,68040
209521,201901,SS013,M,20대,50,196308
343463,201901,SS069,M,20대,60,533736
354157,201901,SS001,M,40대,10,327600
20443,201901,SS030,M,30대,5,1512000
158316,201901,SS046,F,60대,5,3981600
219256,201901,SS033,M,40대,15,1985760
328389,201901,SS017,F,60대,5,160776
20730,201901,SS046,M,50대,10,97272
231656,201901,SS042,M,30대,10,126000
16277,201901,SS041,M,40대,5,252000
232521,201901,SS008,M,20대,111,1012032
411898,201901,SS013,M,10대,10,42840
215730,201901,SS028,F,30대,5,45360
365883,201901,SS029,F,30대,40,888048
213233,201901,SS066,F,40대,5,201600
413789,201901,SS054,M,40대,20,1315944
282342,201901,SS043,M,50대,5,37800
352894,201901,SS070,F,60대,10,845712
225909,201901,SS004,F,30대,5,236880
17427,201901,SS004,M,40대,20,405720
20346,201901,SS005,M,70대이상,10,65016
22896,201901,SS053,M,60대,15,295344
215515,201901,SS004,F,50대,25,236880
23583,201901,SS023,F,30대,10,2177280
16321,201901,SS014,M,20대,10,50400
8552,201901,SS004,F,30대,5,83160
421937,201901,SS018,M,40대,5,120960
365661,201901,SS048,M,70대이상,5,210974
215638,201901,SS066,M,40대,10,735840
220498,201901,SS040,F,50대,5,208253
16267,201901,SS016,M,40대,20,281736
13061,201901,SS013,F,20대,116,2290025
230428,201901,SS008,M,50대,20,352296
362710,201901,SS057,F,40대,20,2066400
415856,201901,SS069,F,30대,40,1174219
219639,201901,SS001,F,40대,10,262080
153766,201901,SS021,M,40대,15,304416
230386,201901,SS041,M,30대,10,156240
23977,201901,SS005,F,50대,25,155736
24244,201901,SS058,M,30대,25,632016
8390,201901,SS028,F,20대,30,400680
221655,201901,SS007,F,20대,15,165312
363665,201901,SS058,F,50대,15,1344672
283454,201901,SS008,F,30대,15,365400
10184,201901,SS048,M,10대,5,5040
24043,201901,SS007,F,40대,55,322056
30744,201901,SS012,F,20대,5,347760
365251,201901,SS019,F,20대,5,95760
148759,201901,SS054,M,30대,10,112745
19987,201901,SS047,M,50대,15,880942
210641,201901,SS044,F,60대,5,201096
223460,201901,SS068,M,20대,10,597744
22544,201901,SS005,F,40대,60,533585
218018,201901,SS048,F,30대,10,102715
158100,201901,SS048,F,50대,15,4191163
211360,201901,SS030,F,20대,5,5040
19995,201901,SS066,F,60대,20,614880
197586,201901,SS006,M,30대,20,166219
226290,201901,SS013,F,30대,15,592704
265046,201901,SS055,M,30대,20,124992
16431,201901,SS049,F,50대,30,1970605
212791,201901,SS049,M,60대,30,2587052
32731,201901,SS053,M,40대,40,438480
270176,201901,SS008,M,20대,96,3202769
231748,201901,SS006,F,50대,5,70056
25285,201901,SS009,M,20대,10,352800
411898,201901,SS016,M,10대,131,575064
151752,201901,SS060,F,30대,5,126000
220512,201901,SS008,F,40대,5,193032
209581,201901,SS001,M,30대,40,758520
229433,201901,SS058,M,30대,20,101304
19576,201901,SS002,F,40대,5,1426320
362767,201901,SS043,M,20대,5,30240
220468,201901,SS001,F,60대,121,2767968
417129,201901,SS004,F,40대,5,60480
24295,201901,SS069,F,30대,328,19960421
361760,201901,SS017,M,60대,20,4275684
13091,201901,SS015,F,40대,10,230328
364127,201901,SS056,F,50대,5,40320
415357,201901,SS006,M,60대,10,93744
223802,201901,SS009,F,30대,5,176400
9649,201901,SS021,M,40대,5,38808
33147,201901,SS040,M,50대,25,475776
17020,201901,SS042,F,30대,5,80640
232273,201901,SS010,F,50대,5,352800
221054,201901,SS066,F,60대,30,1411200
151774,201901,SS013,F,20대,25,263894
353694,201901,SS004,F,40대,5,78120
225688,201901,SS017,F,30대,5,80640
268365,201901,SS013,M,60대,25,1309241
345006,201901,SS008,F,30대,106,818496
343376,201901,SS001,M,70대이상,10,231840
62307,201901,SS006,F,40대,50,389088
230393,201901,SS016,M,50대,55,330322
220065,201901,SS043,F,30대,15,1864800
237038,201901,SS054,F,40대,5,48384
17894,201901,SS056,M,40대,5,21168
12020,201901,SS012,F,30대,5,115920
116073,201901,SS090,F,40대,10,2268000
354442,201901,SS090,M,50대,5,1260000
230800,201901,SS007,F,30대,35,331632
283711,201901,SS006,M,50대,5,12701
209068,201901,SS048,F,50대,25,672991
152563,201901,SS058,F,60대,25,343577
156805,201901,SS068,F,20대,55,1605507
206840,201901,SS001,F,50대,20,511560
222200,201901,SS002,F,50대,15,756000
12382,201901,SS028,M,30대,10,32760
417868,201901,SS053,M,40대,5,8921
410634,201901,SS008,M,40대,66,1226736
21380,201901,SS002,M,30대,5,166320
500161,201901,SS068,F,10대,20,643759
218248,201901,SS016,M,50대,40,392112
413384,201901,SS015,F,10대,5,69804
51991,201901,SS058,F,40대,5,105336
500083,201901,SS064,F,20대,10,80640
224855,201901,SS006,M,30대,15,108360
414787,201901,SS019,F,40대,10,177710
124192,201901,SS013,M,30대,40,692294
230959,201901,SS066,M,30대,5,443520
12918,201901,SS019,F,50대,10,483840
360851,201901,SS040,F,50대,15,1452024
227378,201901,SS048,M,50대,5,182801
364829,201901,SS041,M,40대,10,171360
26689,201901,SS001,F,40대,66,1516032
214448,201901,SS033,F,30대,20,531216
362466,201901,SS019,F,70대이상,5,108360
217749,201901,SS066,M,40대,10,569520
11527,201901,SS006,M,30대,20,142128
362796,201901,SS008,F,10대,10,73080
178242,201901,SS041,F,20대,5,151200
207381,201901,SS003,F,30대,15,782712
211554,201901,SS020,M,60대,5,100800
421465,201901,SS040,F,30대,10,232344
354904,201901,SS033,M,20대,25,425376
153365,201901,SS048,F,30대,5,97574
500316,201901,SS008,M,30대,50,700560
18672,201901,SS008,F,40대,15,199584
229161,201901,SS020,M,50대,5,184162
364771,201901,SS045,M,30대,15,276394
18033,201901,SS024,F,40대,5,952560
15448,201901,SS030,M,20대,428,2779560
153521,201901,SS010,M,20대,10,161280
8207,201901,SS013,F,40대,262,7262388
213926,201901,SS013,M,20대,25,61992
138434,201901,SS054,M,70대이상,15,935777
366901,201901,SS021,F,60대,10,216720
226940,201901,SS021,F,40대,30,823536
225893,201901,SS042,F,30대,15,196560
166762,201901,SS016,F,40대,131,1704931
240644,201901,SS036,F,20대,5,131040
416818,201901,SS041,M,30대,5,302400
22750,201901,SS007,F,20대,5,134064
214890,201901,SS029,M,20대,10,151200
212224,201901,SS058,M,60대,35,348818
211283,201901,SS065,F,50대,15,1038240
336376,201901,SS055,M,50대,5,9576
225215,201901,SS069,F,20대,373,29059279
225692,201901,SS007,F,50대,25,321048
224588,201901,SS068,F,50대,50,4410247
156976,201901,SS017,F,50대,30,1353190
152262,201901,SS056,F,40대,5,203616
11116,201901,SS006,F,20대,20,98280
417829,201901,SS065,M,60대,5,130032
282400,201901,SS092,F,50대,5,2664749
14022,201901,SS067,M,40대,5,263965
418652,201901,SS082,M,50대,10,105840
215423,201901,SS066,M,40대,10,705600
207790,201901,SS005,F,20대,71,455566
214505,201901,SS003,F,30대,5,12600
215262,201901,SS008,F,60대,40,767592
282812,201901,SS021,M,60대,5,30240
222263,201901,SS017,F,50대,15,151956
271175,201901,SS055,F,40대,5,23688
21981,201901,SS012,M,20대,20,266112
365431,201901,SS006,M,20대,10,75096
365559,201901,SS053,F,60대,5,55440
415123,201901,SS024,M,70대이상,5,201600
214255,201901,SS012,F,30대,5,33768
352628,201901,SS043,M,60대,5,40320
366978,201901,SS039,F,20대,5,651299
213159,201901,SS016,F,40대,5,25200
145747,201901,SS004,M,30대,5,90720
409676,201901,SS020,F,10대,5,35280
353417,201901,SS009,M,30대,5,231840
20074,201901,SS001,M,20대,262,5460840
421520,201901,SS024,F,10대,5,50400
282954,201901,SS059,F,70대이상,15,330120
196297,201901,SS040,M,20대,10,173880
212248,201901,SS004,M,40대,5,221760
365685,201902,SS048,M,60대,25,735285
225251,201902,SS058,M,20대,5,15090
227183,201902,SS055,F,30대,25,2953616
218573,201902,SS048,F,60대,5,174038
339381,201902,SS034,F,50대,5,1509000
501804,201902,SS005,M,30대,5,51055
207359,201902,SS058,M,40대,15,728344
12967,201902,SS008,M,70대이상,5,85510
224910,201902,SS002,M,50대,10,503000
353127,201902,SS008,M,70대이상,30,457227
333818,201902,SS043,M,20대,5,226350
225638,201902,SS004,M,40대,5,150900
17798,201902,SS001,M,20대,35,1252470
153840,201902,SS021,F,50대,10,118708
227285,201902,SS021,M,30대,5,55330
216926,201902,SS003,M,10대,5,32695
20053,201902,SS047,M,30대,5,125750
365753,201902,SS066,F,50대,10,709230
222716,201902,SS008,F,20대,60,322675
16949,201902,SS017,F,20대,65,1136679
198638,201902,SS048,F,40대,141,3834822
209941,201902,SS046,M,30대,5,163475
230013,201902,SS015,M,50대,5,20120
417965,201902,SS030,F,20대,25,464772
216795,201902,SS058,F,50대,50,1027629
158132,201902,SS032,F,30대,5,427550
19897,201902,SS009,M,50대,10,140840
17253,201902,SS016,M,10대,5,22635
357185,201902,SS049,F,30대,5,175195
323606,201902,SS040,F,20대,15,42755
206900,201902,SS008,F,40대,55,583983
226800,201902,SS041,M,20대,5,65390
156841,201902,SS015,F,20대,20,199188
225688,201902,SS009,M,30대,5,150900
363964,201902,SS008,F,20대,35,712479
225837,201902,SS048,F,40대,5,60863
418239,201902,SS069,M,40대,20,1569863
210885,201902,SS006,M,30대,35,209751
33969,201902,SS001,F,60대,55,1003485
221497,201902,SS016,F,20대,80,526993
30570,201902,SS022,F,30대,5,65390
15142,201902,SS064,M,40대,25,832465
420379,201902,SS021,F,30대,20,409191
17616,201902,SS013,F,50대,664,26383557
27398,201902,SS002,F,40대,10,150900
23935,201902,SS020,F,20대,20,188625
212021,201902,SS054,M,40대,15,1065022
213396,201902,SS020,M,20대,5,216290
22463,201902,SS013,M,40대,40,900169
24469,201902,SS020,F,30대,5,40240
75568,201902,SS068,F,60대,65,7883016
152647,201902,SS006,F,30대,45,340028
207321,201902,SS001,F,50대,15,503000
225698,201902,SS048,F,30대,20,517235
410344,201902,SS058,F,60대,10,44264
418777,201902,SS069,F,60대,15,535594
12730,201902,SS066,M,50대,30,1122560
223774,201902,SS016,F,20대,624,2909503
24471,201902,SS058,M,70대이상,5,201200
17246,201902,SS017,M,30대,5,84655
213944,201902,SS031,F,20대,5,10060
365644,201902,SS014,F,50대,5,390580
323390,201902,SS016,F,30대,70,1046844
410271,201902,SS012,M,20대,10,377753
14810,201902,SS008,F,50대,15,131786
227445,201902,SS064,M,50대,5,7545
412896,201902,SS069,F,50대,30,14531670
331424,201902,SS017,F,30대,15,258542
223613,201902,SS022,F,20대,15,290231
356623,201902,SS020,M,40대,25,201200
214691,201902,SS060,F,50대,5,90540
221330,201902,SS032,M,70대이상,5,25150
167077,201902,SS021,M,30대,25,11522724
228748,201902,SS030,F,30대,10,30180
16659,201902,SS029,M,40대,5,248985
362003,201902,SS049,F,30대,20,767362
175504,201902,SS007,F,50대,5,27665
338182,201902,SS056,F,40대,5,1531635
231338,201902,SS031,M,30대,5,177760
157913,201902,SS028,M,20대,5,25150
216919,201902,SS002,M,20대,15,583480
360540,201902,SS013,M,30대,50,672209
228980,201902,SS069,F,20대,45,2452844
231227,201902,SS066,M,30대,20,1403370
276305,201902,SS019,M,40대,25,558330
220582,201902,SS041,F,50대,5,251500
408568,201902,SS028,F,20대,5,60360
411717,201902,SS054,F,50대,10,159954
418840,201902,SS002,M,30대,15,334998
212419,201902,SS001,F,50대,20,233895
21214,201902,SS005,M,20대,5,54324
211693,201902,SS043,F,60대,5,174038
220404,201902,SS055,M,20대,5,653900
419965,201902,SS004,M,40대,5,809830
31172,201902,SS005,M,30대,20,149391
20941,201902,SS016,M,10대,65,276751
227563,201902,SS014,F,30대,30,150397
207518,201902,SS030,M,40대,20,115690
26052,201902,SS012,F,10대,20,532677
352693,201902,SS003,M,50대,5,367190
231771,201902,SS001,M,70대이상,35,1702655
361983,201902,SS033,F,30대,10,120720
421490,201902,SS020,F,60대,15,122229
20503,201902,SS033,M,30대,5,12575
363631,201902,SS006,F,40대,20,157942
421387,201902,SS068,F,30대,885,73911429
226114,201902,SS036,M,20대,10,226350
89711,201902,SS001,F,60대,5,80480
211637,201902,SS020,M,50대,5,62875
411649,201902,SS044,M,40대,5,250997
363284,201902,SS030,M,10대,10,105630
214321,201902,SS002,F,50대,5,432580
413873,201902,SS012,F,40대,15,128265
152595,201902,SS069,M,40대,5,55330
12076,201902,SS016,F,50대,5,7042
153064,201902,SS006,F,40대,55,354615
232762,201902,SS017,M,40대,5,49797
221159,201902,SS012,M,20대,10,247476
352693,201902,SS008,M,60대,10,77965
349417,201902,SS013,F,50대,50,1069529
415378,201902,SS082,M,40대,5,362160
412225,201902,SS046,M,20대,5,13078
343566,201902,SS001,F,50대,45,689110
20181,201902,SS007,M,30대,15,117702
355631,201902,SS016,F,30대,80,289678
207854,201902,SS013,F,30대,75,1754615
418114,201902,SS016,M,50대,262,2671534
355155,201902,SS041,M,20대,5,55330
365923,201902,SS035,F,30대,10,48791
23093,201902,SS001,M,50대,402,14099090
12840,201902,SS053,F,70대이상,15,72935
63317,201902,SS013,F,70대이상,10,60209
23798,201902,SS035,F,30대,5,2860561
228376,201902,SS048,F,60대,10,831057
217961,201902,SS016,M,50대,5,22635
217590,201902,SS017,M,20대,5,497970
210708,201902,SS055,F,50대,20,438616
216757,201902,SS005,F,20대,5,59103
502626,201902,SS062,F,50대,5,177056
209387,201902,SS055,F,20대,91,3649265
17186,201902,SS029,M,50대,5,402400
23321,201902,SS040,F,60대,10,69414
365592,201902,SS020,M,70대이상,5,61517
362751,201902,SS049,F,40대,5,41045
208408,201902,SS006,F,30대,126,659936
353305,201902,SS008,M,20대,15,130780
22763,201902,SS054,F,30대,5,40844
412218,201902,SS004,M,40대,5,352603
8499,201902,SS066,F,30대,20,744440
228378,201902,SS069,M,30대,40,4918435
221154,201902,SS008,M,30대,5,35210
213891,201902,SS044,F,70대이상,5,250997
32180,201902,SS001,F,50대,30,1184565
211105,201902,SS054,M,30대,15,20089066
214956,201902,SS009,F,30대,5,226350
222470,201902,SS004,M,40대,10,226350
219549,201902,SS048,M,30대,25,960831
209688,201902,SS029,M,20대,5,176050
282405,201902,SS012,F,60대,5,150900
3193,201902,SS045,F,50대,5,12072
317,201902,SS066,M,40대,25,1334962
12444,201902,SS048,F,20대,10,489721
224839,201902,SS055,M,50대,10,106686
214796,201902,SS013,F,30대,10,35914
334176,201902,SS069,F,40대,35,511159
14952,201902,SS070,F,50대,5,296770
414515,201902,SS030,M,20대,25,45270
345438,201902,SS055,M,50대,60,2352531
155448,201902,SS018,F,60대,5,199188
216173,201902,SS060,F,40대,10,10311500
207058,201902,SS021,M,70대이상,5,334998
1727,201902,SS055,M,60대,5,220817
218716,201902,SS055,M,40대,5,52815
11581,201902,SS016,F,50대,50,495556
26347,201902,SS055,F,50대,15,224338
42523,201902,SS002,M,70대이상,5,140840
214082,201902,SS005,F,40대,30,232587
211959,201902,SS017,F,40대,60,3744382
340069,201902,SS040,F,30대,25,725326
360078,201902,SS016,F,50대,20,53821
354853,201902,SS013,M,50대,15,241440
363011,201902,SS044,M,40대,5,200697
79597,201902,SS007,F,40대,30,406424
208905,201902,SS049,M,30대,5,3096518
412456,201902,SS007,F,40대,15,180074
