고객주소블록코드(BLOCK_CD),기준년월(YM),서울시민업종코드(UPJONG_CD),성별(GENDER),연령대별(AGE),카드이용건수계(USECT_CORR),카드이용금액계(AMT_CORR)
155472,201906,SS018,F,70대이상,15,239979
23882,201906,SS021,M,50대,15,1441878
206739,201906,SS003,M,40대,25,823644
206710,201906,SS068,F,30대,25,852802
366209,201906,SS002,F,50대,10,420840
156885,201906,SS032,F,50대,5,596691
154936,201906,SS020,M,40대,85,680308
414159,201906,SS056,M,60대,5,22044
10952,201906,SS041,F,30대,5,200400
364499,201906,SS044,F,40대,20,1626747
423073,201906,SS013,M,40대,621,11302109
201808,201906,SS060,F,30대,10,194889
153521,201906,SS018,F,30대,25,1383762
350859,201906,SS061,F,30대,5,246542
227523,201906,SS005,F,50대,10,80661
217215,201906,SS069,F,30대,35,238406
226888,201906,SS021,F,60대,10,420840
9438,201906,SS016,M,40대,306,3044276
352798,201906,SS018,F,50대,5,285570
215452,201906,SS060,M,30대,5,966930
215840,201906,SS016,M,20대,50,158066
217500,201906,SS023,M,50대,5,50100
226569,201906,SS040,M,10대,5,35070
413234,201906,SS069,M,30대,30,591431
353225,201906,SS035,F,40대,5,390780
153811,201906,SS029,M,20대,5,50100
225454,201906,SS004,F,30대,20,337173
365622,201906,SS068,F,20대,25,726660
12551,201906,SS044,M,50대,5,67635
209791,201906,SS069,F,30대,85,4003601
361729,201906,SS021,F,20대,10,109719
176202,201906,SS022,M,30대,5,395790
8982,201906,SS014,M,40대,10,60120
419126,201906,SS054,F,40대,25,163326
20160,201906,SS040,M,30대,40,1193883
60876,201906,SS028,M,30대,5,47595
198343,201906,SS066,M,50대,5,320640
343702,201906,SS082,F,50대,10,2194380
230680,201906,SS012,F,20대,10,87224
283486,201906,SS028,F,40대,5,22044
274047,201906,SS031,F,50대,5,87926
227637,201906,SS022,F,40대,5,65130
8277,201906,SS066,M,40대,70,4789851
281734,201906,SS028,M,50대,5,1052100
9122,201906,SS004,M,20대,10,125250
10567,201906,SS017,F,20대,10,110220
26582,201906,SS016,F,40대,20,169589
265840,201906,SS019,M,20대,5,125250
421261,201906,SS070,M,50대,5,636270
19925,201906,SS004,F,30대,20,841680
152401,201906,SS040,F,50대,5,75651
21212,201906,SS048,M,50대,20,777051
12467,201906,SS005,F,30대,10,101703
414396,201906,SS055,M,50대,30,323646
282969,201906,SS029,M,30대,10,40080
211320,201906,SS040,F,30대,10,190380
10195,201906,SS020,F,20대,5,17535
152488,201906,SS007,M,30대,20,81663
283694,201907,SS013,F,40대,162,6900018
17452,201907,SS021,M,50대,5,39974
418621,201907,SS068,M,50대,35,1074997
11165,201907,SS021,F,60대,5,145728
18631,201907,SS012,F,60대,15,879428
352808,201907,SS047,M,40대,5,60720
421007,201907,SS015,F,30대,15,102718
349041,201907,SS055,M,30대,10,74382
207927,201907,SS004,M,60대,25,1573660
12688,201907,SS008,M,20대,5,40480
419887,201907,SS038,M,30대,10,1491688
414581,201907,SS066,F,20대,10,354200
409932,201907,SS016,M,60대,10,45540
215125,201907,SS040,F,60대,5,56166
362374,201907,SS008,M,60대,25,405458
272970,201907,SS049,F,40대,10,611875
218850,201907,SS046,F,30대,5,29348
268665,201907,SS036,M,20대,5,111320
228134,201907,SS001,F,20대,81,970508
282387,201907,SS048,F,60대,10,339728
225925,201907,SS006,F,30대,20,137632
220822,201907,SS056,M,50대,5,15686
211765,201907,SS019,F,40대,10,80960
361539,201907,SS060,F,60대,10,164450
220087,201907,SS012,F,20대,10,181654
22251,201907,SS008,M,30대,177,1134452
169259,201907,SS005,M,40대,30,177555
28222,201907,SS015,F,20대,5,217074
283166,201907,SS067,F,30대,5,160903
419636,201907,SS007,M,40대,10,56419
215186,201907,SS016,M,40대,516,3120704
213145,201907,SS044,M,40대,5,303094
211084,201907,SS033,M,20대,10,98670
414355,201907,SS033,M,40대,10,90574
366158,201907,SS054,M,60대,20,1011494
195668,201907,SS019,M,50대,15,161920
232299,201907,SS013,M,40대,253,1467552
214912,201907,SS024,F,60대,5,202400
361400,201907,SS054,M,30대,5,93610
211642,201907,SS007,M,30대,5,41998
422295,201907,SS069,F,10대,61,1927835
217708,201907,SS003,F,40대,5,201388
18641,201907,SS056,F,40대,5,1518000
351274,201907,SS035,M,30대,20,175076
8199,201907,SS037,M,40대,5,733700
191912,201907,SS048,F,20대,86,1052176
413380,201907,SS048,F,30대,5,211761
24152,201907,SS066,F,40대,35,2120140
15212,201907,SS029,M,20대,5,60720
214862,201907,SS002,M,20대,5,35420
156827,201907,SS012,F,30대,10,184791
14339,201907,SS003,F,30대,5,111320
229516,201907,SS049,F,50대,15,455977
418149,201907,SS024,M,20대,5,17710
230202,201907,SS010,M,40대,5,753940
208996,201907,SS042,M,50대,5,4048000
411564,201907,SS044,M,10대,5,10120
225615,201907,SS001,F,20대,51,1188594
22431,201907,SS017,M,20대,5,632500
152236,201907,SS009,M,50대,10,1669800
223894,201907,SS013,M,50대,192,2096105
233418,201907,SS016,F,40대,61,326623
226335,201907,SS042,F,30대,10,241362
231183,201907,SS058,M,70대이상,25,564696
446,201907,SS014,F,30대,5,68917
341431,201907,SS048,M,50대,5,332138
204055,201907,SS020,F,20대,30,721556
214886,201907,SS066,F,20대,5,253000
223834,201907,SS033,F,50대,5,234784
228444,201907,SS055,F,50대,5,101200
411916,201907,SS066,M,50대,15,506000
157262,201907,SS069,F,10대,10,279818
19482,201907,SS013,M,30대,91,950167
363690,201907,SS012,F,40대,10,607200
359774,201907,SS068,M,50대,46,1463403
410614,201907,SS008,M,20대,263,5373214
413917,201907,SS003,F,20대,5,46552
229823,201907,SS066,M,20대,30,1518000
502478,201907,SS015,F,20대,10,48070
210386,201907,SS012,M,30대,15,99682
420459,201907,SS066,M,70대이상,5,369380
364528,201907,SS043,M,20대,5,19228
212000,201907,SS023,F,60대,5,1173920
419158,201907,SS022,F,20대,5,202400
354436,201907,SS005,F,30대,51,340538
421872,201907,SS007,F,50대,46,377982
363880,201907,SS005,F,10대,10,40480
225011,201907,SS005,M,40대,35,336490
363567,201907,SS001,F,60대,25,270710
366680,201907,SS013,F,50대,66,2245780
225240,201907,SS082,F,40대,30,40480
354445,201907,SS058,M,50대,30,254518
266895,201907,SS009,M,40대,5,192280
204196,201907,SS016,F,20대,157,807019
226370,201907,SS014,F,50대,10,75900
71275,201907,SS012,F,50대,25,1390488
355973,201907,SS001,F,30대,66,776078
153981,201907,SS017,M,60대,5,20948
168107,201907,SS016,F,30대,101,199364
414883,201907,SS043,M,20대,5,1113200
282132,201907,SS039,F,30대,15,404952
283009,201907,SS017,F,30대,5,125792
177303,201907,SS064,M,50대,56,275770
12444,201907,SS001,F,40대,10,227700
153105,201907,SS028,M,40대,15,126500
276392,201907,SS012,F,50대,10,328394
362708,201907,SS030,M,40대,10,20240
153993,201907,SS027,F,20대,5,18216
282310,201907,SS019,F,50대,5,29753
229754,201907,SS056,M,20대,5,52118
153946,201907,SS008,F,50대,101,2051324
19540,201907,SS046,F,50대,5,526240
221846,201907,SS020,M,40대,30,218592
152179,201907,SS005,M,30대,10,109802
231973,201907,SS005,F,40대,5,68563
414801,201907,SS008,F,50대,15,435160
264659,201907,SS005,M,30대,5,44275
230212,201907,SS008,F,30대,253,1995664
214828,201907,SS014,M,30대,15,25300
15391,201907,SS081,F,40대,5,131560
191884,201907,SS007,F,60대,25,473515
216626,201907,SS018,F,50대,15,681025
226374,201907,SS007,M,10대,5,17204
273280,201907,SS046,F,20대,10,180642
364162,201907,SS005,F,50대,5,55660
215961,201907,SS014,M,40대,5,20746
21230,201907,SS001,M,60대,25,789360
154187,201907,SS048,F,40대,66,2152726
213131,201907,SS069,F,40대,35,1302434
351439,201907,SS069,F,20대,61,1125597
199384,201907,SS015,F,30대,5,80960
16497,201907,SS069,M,20대,30,531300
214576,201907,SS048,M,40대,10,267269
409971,201907,SS004,F,50대,5,50600
230786,201907,SS031,F,40대,5,237820
50665,201907,SS048,M,50대,30,1786129
222936,201907,SS032,F,60대,5,192280
415780,201907,SS016,F,20대,167,736179
12076,201907,SS069,M,20대,66,1670711
223010,201907,SS060,M,50대,5,348128
226148,201907,SS005,M,60대,5,60720
419311,201907,SS040,F,30대,15,384560
281736,201907,SS015,M,60대,5,25300
265878,201907,SS069,F,30대,167,5913602
366631,201907,SS017,M,30대,66,1407085
421318,201907,SS041,M,60대,5,50600
366157,201907,SS068,F,20대,56,1159003
270459,201907,SS020,F,40대,10,133078
14870,201907,SS060,F,40대,20,544456
227357,201907,SS044,F,40대,5,1366200
419665,201907,SS036,M,30대,10,202400
273363,201907,SS030,M,40대,51,253000
361986,201907,SS007,M,60대,10,182160
18012,201907,SS060,F,30대,5,156354
155916,201907,SS016,M,50대,101,406875
22767,201907,SS008,F,10대,15,61732
153211,201907,SS068,M,30대,66,860220
355647,201907,SS036,M,20대,10,738760
224743,201907,SS019,F,60대,5,303600
219478,201907,SS007,M,70대이상,25,159390
217210,201907,SS053,F,40대,10,131560
168238,201907,SS013,M,20대,86,1335435
339668,201907,SS069,F,30대,15,434755
209132,201907,SS016,F,20대,142,658053
22970,201907,SS001,M,60대,40,4999280
334217,201907,SS018,F,50대,5,91080
20235,201907,SS021,F,40대,20,1351273
24534,201907,SS028,M,50대,10,46552
348859,201907,SS015,F,30대,5,21252
14270,201907,SS045,M,50대,15,197846
157320,201907,SS001,M,40대,10,60720
198551,201907,SS007,M,20대,15,216062
15793,201907,SS053,F,70대이상,5,10626
23597,201907,SS056,M,60대,5,77418
333254,201907,SS005,F,20대,40,332189
419430,201907,SS021,M,30대,10,22770
224511,201907,SS054,F,30대,10,233772
275615,201907,SS020,M,30대,20,249559
346881,201907,SS003,F,50대,35,369380
158271,201907,SS064,M,30대,5,11132
221935,201907,SS012,F,60대,5,150788
207574,201907,SS048,M,50대,5,151800
158131,201907,SS060,F,50대,5,232760
500250,201907,SS068,M,30대,5,375452
8206,201907,SS012,F,70대이상,5,159390
17090,201907,SS054,F,60대,10,2264552
365186,201907,SS006,M,20대,30,154836
74558,201907,SS003,F,30대,20,451301
24658,201907,SS016,M,60대,56,549516
14528,201907,SS002,M,20대,25,763554
422018,201907,SS008,F,40대,96,1501808
421672,201907,SS056,F,40대,5,5060
152725,201907,SS047,M,40대,40,1232161
225972,201907,SS048,M,40대,76,5162010
14112,201907,SS017,F,30대,30,1223660
411124,201907,SS021,F,40대,20,641102
12767,201907,SS013,M,20대,101,735522
222153,201907,SS007,M,30대,10,87032
212610,201907,SS003,M,20대,20,420992
229138,201907,SS012,F,50대,15,320804
211770,201907,SS068,F,20대,81,6552574
16853,201907,SS015,F,30대,20,385825
209021,201907,SS013,F,40대,30,639584
157861,201907,SS003,F,30대,10,812636
157227,201907,SS048,F,20대,15,391998
364030,201907,SS004,M,40대,51,769120
213482,201907,SS013,F,50대,101,5169448
11533,201907,SS066,M,50대,10,303600
226427,201907,SS058,M,40대,172,2262022
416040,201907,SS058,F,60대,10,19228
413599,201907,SS008,M,50대,20,419727
157914,201907,SS017,M,50대,10,204424
220987,201907,SS020,M,30대,10,33649
215227,201907,SS068,M,40대,56,2157579
35689,201907,SS068,M,40대,10,570080
16890,201907,SS008,M,30대,182,2592187
24646,201907,SS066,F,20대,5,308660
219354,201907,SS032,M,20대,5,415426
417939,201907,SS035,M,60대,15,994796
8696,201907,SS012,F,30대,35,1175438
231480,201907,SS017,F,30대,15,1772670
212080,201907,SS013,M,60대,5,132370
343984,201907,SS066,M,50대,5,226030
353166,201907,SS032,F,60대,15,332948
224431,201907,SS021,F,70대이상,5,344080
18649,201907,SS068,F,20대,10,399740
220691,201907,SS058,F,20대,25,444268
210171,201907,SS041,M,30대,35,1475243
214010,201907,SS048,F,40대,25,419727
209931,201907,SS048,M,40대,25,456817
501730,201907,SS001,M,50대,233,4339962
173249,201907,SS048,F,20대,30,1128734
157151,201907,SS013,F,40대,86,1832378
10981,201907,SS069,F,40대,81,6068347
16800,201907,SS043,F,50대,5,98417
410122,201907,SS003,F,30대,5,96140
231621,201907,SS066,F,50대,10,506000
417418,201907,SS001,M,40대,15,647680
11110,201907,SS003,F,20대,35,462484
413438,201907,SS020,F,50대,66,182160
364110,201907,SS013,M,40대,1295,24699682
220750,201907,SS033,F,30대,10,40480
231717,201907,SS004,F,10대,5,121440
419228,201907,SS068,M,30대,10,680874
152851,201907,SS052,F,30대,5,1760880
148751,201907,SS090,M,60대,5,556600
366860,201907,SS040,M,20대,5,16698
222989,201907,SS007,M,20대,10,43516
223890,201907,SS016,M,60대,20,73370
153884,201907,SS030,M,30대,15,202400
14328,201907,SS009,M,30대,5,177100
207762,201907,SS016,M,40대,258,1672229
277416,201907,SS042,F,20대,10,182160
344782,201907,SS068,F,30대,15,783743
410564,201907,SS013,M,50대,25,1109607
361393,201907,SS018,F,60대,20,769120
217583,201907,SS031,M,50대,5,152306
16356,201907,SS057,F,40대,5,1590358
155822,201907,SS069,F,50대,56,3369808
365341,201907,SS046,F,30대,5,804540
213581,201907,SS029,M,20대,46,620356
21162,201907,SS016,M,50대,288,2167350
15218,201907,SS055,F,10대,5,23782
499431,201907,SS007,F,30대,10,78936
222488,201907,SS049,F,50대,10,364877
167325,201907,SS008,M,20대,5,91080
12333,201907,SS042,F,40대,5,1113200
213779,201907,SS068,M,60대,10,403737
226582,201907,SS021,F,70대이상,5,69828
225281,201907,SS058,F,30대,66,526786
224612,201907,SS005,F,30대,10,49841
190370,201907,SS092,M,40대,10,1315600
423094,201907,SS016,M,70대이상,76,230230
223326,201907,SS048,M,10대,10,22264
83440,201907,SS013,F,60대,5,57380
10499,201907,SS053,F,10대,15,104742
22919,201907,SS020,M,50대,15,178112
19509,201907,SS065,M,50대,5,2783000
356038,201907,SS044,M,20대,5,40480
343257,201907,SS048,M,30대,25,761581
342078,201907,SS010,M,60대,15,759000
115032,201907,SS020,M,40대,5,40379
363933,201907,SS030,F,40대,20,868296
221974,201907,SS033,M,30대,5,328900
154910,201907,SS016,F,10대,46,293480
283148,201907,SS049,F,30대,10,454894
211818,201907,SS008,F,70대이상,15,450340
24533,201907,SS028,F,50대,15,374440
219547,201907,SS062,M,30대,10,6578
225045,201907,SS019,M,30대,10,617320
208817,201907,SS013,F,70대이상,5,96646
21135,201907,SS064,M,20대,10,15180
361318,201907,SS055,F,20대,10,327382
222539,201907,SS032,F,60대,5,75900
225878,201907,SS001,F,40대,15,533830
355808,201907,SS046,M,20대,5,101200
174344,201907,SS005,M,20대,15,262108
19951,201907,SS037,M,60대,5,252494
14658,201907,SS030,M,30대,25,222640
229155,201907,SS066,M,20대,30,1461480
213889,201907,SS058,F,30대,20,609730
219293,201907,SS068,F,20대,86,2299173
22219,201907,SS039,F,50대,10,637484
214865,201907,SS003,F,10대,5,6072
157123,201907,SS013,F,60대,15,263828
225088,201907,SS021,F,50대,15,733700
211839,201907,SS048,F,20대,20,634575
155586,201907,SS066,M,30대,51,2140380
332349,201907,SS033,M,60대,5,261855
153144,201907,SS056,F,30대,5,77418
26884,201907,SS035,F,40대,15,2353912
361228,201907,SS017,F,40대,5,69626
410134,201907,SS016,M,30대,10,31878
283446,201907,SS053,F,40대,5,278300
363234,201907,SS006,F,20대,5,25806
219946,201907,SS053,F,20대,20,75394
360231,201907,SS031,M,70대이상,5,54142
187095,201907,SS015,F,20대,81,1433144
15228,201907,SS068,F,40대,66,1286404
19273,201907,SS047,M,30대,5,20240
199253,201907,SS083,M,40대,5,86020
419633,201907,SS016,M,40대,5,207460
24077,201907,SS055,F,40대,10,5589782
14078,201907,SS031,F,30대,10,112585
210475,201907,SS019,M,70대이상,5,263120
206860,201907,SS020,M,50대,15,106260
416593,201907,SS055,F,20대,10,95128
12946,201907,SS018,F,30대,5,136114
221052,201907,SS022,M,40대,15,485760
157673,201907,SS055,F,60대,5,229926
208023,201907,SS049,F,40대,20,903514
211177,201907,SS003,M,20대,5,78430
353468,201907,SS002,F,20대,5,60720
216864,201907,SS090,F,50대,5,2024000
363787,201907,SS028,F,60대,5,86020
15335,201907,SS005,F,30대,35,312708
153003,201907,SS066,M,50대,10,506000
354999,201907,SS015,M,20대,10,110308
212728,201907,SS003,M,20대,20,207460
20157,201907,SS058,F,50대,10,183172
221981,201907,SS004,M,30대,35,1753290
362512,201907,SS068,F,20대,116,2565496
15536,201907,SS002,M,60대,5,296010
17208,201907,SS058,F,20대,20,88044
415041,201907,SS029,F,40대,5,153318
215842,201907,SS064,F,20대,5,29348
31201,201907,SS038,M,20대,5,2129754
157614,201907,SS058,F,10대,5,27830
339306,201907,SS069,M,40대,101,2320410
11708,201907,SS008,F,50대,91,760518
413720,201907,SS062,F,30대,5,75900
20869,201907,SS042,M,50대,5,30360
502688,201907,SS041,F,30대,5,500940
232276,201907,SS020,M,10대,5,22770
364935,201907,SS055,M,30대,5,101200
332317,201907,SS045,M,30대,15,248446
153964,201907,SS020,M,70대이상,10,101200
212185,201907,SS001,F,20대,40,857164
355207,201907,SS021,F,30대,10,823262
193827,201907,SS030,F,20대,15,80960
17693,201907,SS012,F,40대,10,282348
30204,201907,SS013,F,30대,91,1537228
23849,201907,SS068,F,20대,51,1137245
8504,201907,SS020,M,50대,5,202400
500684,201907,SS012,F,30대,40,1090835
16449,201907,SS041,F,60대,5,227700
283035,201907,SS069,M,30대,5,131712
207631,201907,SS028,M,30대,5,93610
215734,201907,SS013,M,20대,40,214190
217678,201907,SS054,M,40대,5,644391
24191,201907,SS068,F,20대,35,3187942
20795,201907,SS042,M,50대,15,789360
153363,201907,SS041,M,10대,5,202400
19594,201907,SS044,M,60대,5,252494
224041,201907,SS058,F,60대,10,19734
223812,201907,SS007,M,20대,25,119922
417236,201907,SS001,M,30대,76,1378850
418662,201907,SS002,F,30대,10,253000
152573,201907,SS020,F,30대,71,1065130
218089,201907,SS017,M,30대,5,25199
415257,201907,SS007,M,30대,40,404800
27675,201907,SS017,F,50대,5,855140
116073,201907,SS001,M,20대,91,1960750
365170,201907,SS048,M,50대,20,973443
207506,201907,SS002,F,50대,10,182160
222580,201907,SS068,F,40대,25,562105
9207,201907,SS016,F,30대,20,129283
363557,201907,SS001,M,50대,10,237820
364974,201907,SS015,M,40대,15,359260
9117,201907,SS055,F,70대이상,15,520067
217910,201907,SS067,M,50대,15,283249
12740,201907,SS067,M,50대,25,831318
22331,201907,SS030,M,20대,20,38456
232451,201907,SS013,M,50대,137,2278872
154107,201907,SS069,M,40대,81,10828997
418440,201907,SS060,M,70대이상,5,91080
16866,201907,SS041,M,50대,15,414920
212002,201907,SS055,M,60대,5,16698
23104,201907,SS009,F,10대,10,25300
210722,201907,SS006,M,40대,30,132066
225682,201907,SS066,M,60대,15,850404
190370,201907,SS008,M,30대,111,2498122
9285,201907,SS007,M,40대,5,44528
161265,201907,SS008,F,60대,15,542938
155697,201907,SS016,F,30대,450,3032458
210061,201907,SS060,F,50대,5,346610
332419,201907,SS002,M,60대,25,2600840
225083,201907,SS004,F,50대,10,161920
421318,201907,SS007,M,30대,10,189750
364717,201907,SS002,M,50대,10,885500
216320,201907,SS066,M,50대,10,314975
206544,201907,SS015,M,30대,5,273746
364421,201907,SS011,M,20대,5,45540
13649,201907,SS021,M,20대,5,150788
230182,201907,SS028,M,20대,10,204930
218460,201907,SS002,F,50대,10,220110
10424,201907,SS068,F,20대,20,3857036
229956,201907,SS041,F,60대,5,202400
354663,201907,SS006,M,20대,10,44022
206876,201907,SS049,F,30대,5,156405
32769,201907,SS059,F,70대이상,5,182160
361084,201907,SS069,M,70대이상,15,2739332
91549,201907,SS036,F,20대,15,278300
207927,201907,SS060,F,30대,5,166474
10665,201907,SS048,F,30대,182,6892681
21872,201907,SS068,F,50대,51,2439122
207644,201907,SS036,M,50대,5,70840
365136,201907,SS011,F,20대,5,101200
217478,201907,SS006,M,20대,127,605176
207202,201907,SS048,M,50대,5,65679
232135,201907,SS004,M,30대,10,58190
365965,201907,SS068,M,60대,20,875886
154877,201907,SS014,M,20대,5,6072
211124,201907,SS044,M,40대,10,504988
192371,201907,SS043,F,50대,5,91080
227694,201907,SS058,M,40대,5,40480
20851,201907,SS032,M,30대,15,253000
417706,201907,SS020,F,50대,15,98113
225709,201907,SS001,M,20대,61,1722930
14767,201907,SS022,F,40대,15,3445860
215701,201907,SS040,M,20대,5,107778
154511,201907,SS053,F,20대,30,138644
154368,201907,SS008,F,40대,20,173052
224151,201907,SS021,F,50대,20,247940
152949,201907,SS046,M,30대,10,52118
22371,201907,SS006,F,20대,40,233266
223431,201907,SS040,M,20대,20,594550
211742,201907,SS013,M,70대이상,51,407836
17771,201907,SS041,M,30대,25,627440
217561,201907,SS028,M,20대,5,38962
41618,201907,SS019,F,60대,5,5060000
153439,201907,SS066,M,40대,10,506000
338693,201907,SS049,F,60대,30,1015036
210165,201907,SS056,M,60대,15,3912392
210778,201907,SS047,F,20대,5,108284
353772,201907,SS035,M,20대,5,411378
190364,201907,SS055,F,40대,20,496892
154147,201907,SS018,M,30대,5,36938
213552,201907,SS046,M,50대,5,1669800
363881,201907,SS053,F,10대,20,28235
187262,201907,SS001,F,30대,157,2266880
219354,201907,SS060,F,30대,20,1213388
226903,201907,SS037,F,30대,5,50600
151852,201907,SS012,F,50대,5,227700
415466,201907,SS043,F,60대,5,506000
53165,201907,SS004,F,30대,30,824780
33285,201907,SS008,M,60대,5,303600
17622,201907,SS004,F,30대,5,65780
32549,201907,SS009,M,30대,10,116380
413339,201907,SS055,F,40대,15,817696
360593,201907,SS031,F,30대,20,158378
225158,201907,SS033,M,20대,5,15180
153909,201907,SS049,F,50대,25,684163
343389,201907,SS048,F,50대,25,956846
364679,201907,SS057,F,50대,10,387090
145131,201907,SS030,M,20대,5,10120
421504,201907,SS055,F,60대,5,28842
22169,201907,SS055,F,20대,35,170016
364639,201907,SS058,M,70대이상,46,1516077
364014,201907,SS069,M,40대,5,5282640
220628,201907,SS001,M,60대,61,847550
11294,201907,SS040,M,20대,35,600622
10725,201907,SS012,F,30대,5,500940
220641,201907,SS005,F,50대,25,99176
419547,201907,SS066,M,60대,15,976975
206917,201907,SS048,M,40대,15,501800
413390,201907,SS082,F,20대,10,111320
227531,201907,SS064,F,30대,5,10120
415427,201907,SS040,M,20대,5,164956
419035,201907,SS055,M,50대,25,89562
414759,201907,SS058,M,30대,10,65274
17446,201907,SS006,F,30대,127,1002133
114995,201907,SS069,F,60대,5,691196
232748,201907,SS048,F,20대,15,82478
12918,201907,SS044,F,40대,5,252494
10632,201907,SS032,F,50대,15,703340
164866,201907,SS052,M,30대,5,2024000
32171,201907,SS069,F,50대,25,2297240
352866,201907,SS048,M,20대,111,2537413
341840,201907,SS013,F,50대,390,8143362
421248,201908,SS031,F,40대,15,267696
206087,201908,SS046,F,40대,5,225869
353963,201908,SS032,M,50대,5,98865
220335,201908,SS068,F,40대,10,198795
413503,201908,SS007,F,20대,5,83655
157595,201908,SS062,F,40대,20,98358
211801,201908,SS048,F,30대,10,455033
13003,201908,SS055,F,60대,20,108498
418266,201908,SS064,M,30대,10,342225
209191,201908,SS043,F,20대,5,50700
411992,201908,SS016,M,50대,20,69966
14072,201908,SS008,F,20대,350,4840836
361792,201908,SS003,F,20대,10,266682
211539,201908,SS055,M,60대,10,658086
269431,201908,SS046,M,30대,5,21801
17402,201908,SS032,F,40대,5,2382900
9082,201908,SS055,M,30대,10,317889
17513,201908,SS008,F,20대,142,1303751
272542,201908,SS003,F,20대,56,1807455
171571,201908,SS006,F,10대,5,125736
154878,201908,SS046,F,20대,66,28139
414996,201908,SS055,M,40대,15,69966
338744,201908,SS016,M,70대이상,20,52221
356506,201908,SS070,F,40대,10,308256
227587,201908,SS069,F,30대,81,4854880
155546,201908,SS069,F,20대,46,1826959
222936,201908,SS030,M,40대,5,70980
417489,201908,SS038,F,40대,5,2980146
12364,201908,SS053,F,40대,5,86190
365144,201908,SS040,F,50대,10,1212744
231668,201908,SS056,M,30대,10,96330
196297,201908,SS055,M,20대,5,19773
155873,201908,SS068,F,20대,5,3853
216045,201908,SS028,M,30대,25,261105
421252,201908,SS029,M,30대,15,659100
228126,201908,SS066,M,30대,25,961353
421114,201908,SS002,M,10대,5,70473
216987,201908,SS033,F,60대,10,23322
15268,201908,SS013,M,20대,25,81627
225645,201908,SS021,F,20대,56,1572156
214557,201908,SS054,F,60대,5,39546
502645,201908,SS027,F,30대,5,304200
421357,201908,SS022,F,50대,20,991185
230958,201908,SS015,F,50대,5,95316
9473,201908,SS020,M,50대,25,8152154
499427,201908,SS048,F,40대,218,4000991
18567,201908,SS069,M,20대,157,8021754
222237,201908,SS004,M,40대,5,40560
419296,201908,SS056,F,50대,15,351351
362556,201908,SS069,M,30대,5,164978
12066,201908,SS057,F,40대,5,51714
210089,201908,SS007,M,30대,25,476073
190183,201908,SS017,M,60대,5,20736
225790,201908,SS024,M,30대,5,456300
12067,201908,SS007,F,30대,25,225716
354151,201908,SS005,F,20대,20,113061
220752,201908,SS018,F,40대,5,42335
214991,201908,SS011,M,40대,10,182520
225379,201908,SS007,M,30대,15,171873
220495,201908,SS018,F,40대,15,397184
152193,201908,SS028,M,10대,5,91260
220549,201908,SS055,F,30대,25,1288794
198351,201908,SS016,F,70대이상,76,551971
220908,201908,SS056,M,30대,5,116103
19538,201908,SS059,F,40대,5,1308060
166513,201908,SS020,M,20대,5,50700
158344,201908,SS002,M,40대,5,40053
223182,201908,SS062,M,30대,10,106470
418744,201908,SS058,M,20대,46,237276
408998,201908,SS006,F,30대,5,84162
334589,201908,SS021,F,40대,5,6591
41973,201908,SS046,M,20대,25,834015
212535,201908,SS028,F,40대,5,121680
207064,201908,SS061,M,60대,5,912600
199303,201908,SS058,M,20대,10,50700
205985,201908,SS082,F,70대이상,5,3903900
281703,201908,SS048,M,20대,5,178413
419345,201908,SS008,M,60대,20,851912
345536,201908,SS060,M,40대,5,304200
230635,201908,SS007,M,30대,30,215982
19826,201908,SS004,M,20대,5,91260
223234,201908,SS043,M,70대이상,5,116610
153234,201908,SS046,M,30대,5,9886500
334990,201908,SS046,F,30대,10,106470
362338,201908,SS066,M,30대,25,1125540
411611,201908,SS016,M,50대,132,452092
16986,201908,SS008,F,40대,96,2090868
11031,201908,SS012,F,30대,10,162595
158311,201908,SS058,M,20대,5,24336
152868,201908,SS041,M,20대,5,81120
225757,201908,SS048,F,20대,172,488241
152945,201908,SS053,M,20대,5,22815
420091,201908,SS018,F,50대,5,76050
347699,201908,SS069,F,30대,5,225615
227460,201908,SS043,F,30대,20,1196013
236957,201908,SS017,F,20대,20,421064
18983,201908,SS082,F,40대,10,43095
419599,201908,SS021,M,20대,5,140946
27539,201908,SS019,F,40대,5,65910
357892,201908,SS055,F,30대,41,27169116
224223,201908,SS013,F,30대,5,44768
199219,201908,SS001,M,50대,208,9291282
156428,201908,SS017,F,60대,10,123201
229155,201908,SS017,M,40대,10,66054546
215574,201908,SS062,M,40대,5,12675
218604,201908,SS013,F,70대이상,15,94860
23553,201908,SS016,M,70대이상,5,101400
364456,201908,SS001,F,40대,5,30420
157402,201908,SS048,M,60대,35,1072761
154517,201908,SS064,F,20대,5,2535
212773,201908,SS043,M,30대,5,152100
361061,201908,SS055,F,40대,15,147537
229089,201908,SS015,M,50대,5,20280
212805,201908,SS008,F,40대,274,3338088
421686,201908,SS028,M,20대,5,45630
49248,201908,SS017,F,60대,10,2754785
216266,201908,SS006,M,50대,10,104442
214034,201908,SS006,F,40대,15,145002
21656,201908,SS068,F,20대,10,159705
225944,201908,SS047,M,20대,10,152100
216266,201908,SS066,M,60대,10,507000
156909,201908,SS009,F,60대,5,1723800
216313,201908,SS015,F,20대,5,53235
19806,201908,SS030,F,30대,10,959244
153770,201908,SS002,M,20대,30,866970
153199,201908,SS041,F,30대,5,86190
499831,201908,SS016,F,10대,56,192914
